Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Sun World,https://www.crunchbase.com/organization/sun-world-international-llc,Active,For Profit,Private,$100M to $500M,11-50,"Palm Desert, California, United States",Private Equity,430000000,USD,430000000,"Sun World is a farming company specializing in fuel, oil, lubricants, and fertilizers.","Agriculture, AgTech, Energy, Intellectual Property, Market Research, Renewable Energy, Ticketing, Tourism, Travel, Venture Capital","Sun World is a farming company specializing in fuel, oil, lubricants, and fertilizers.",1976-01-01,year,http://sun-world.com
Eranovum,https://www.crunchbase.com/organization/eranovum,Active,For Profit,Private,,11-50,"Madrid, Madrid, Spain",Private Equity,26500000,EUR,27712882,,"Construction, Manufacturing, Renewable Energy, Semiconductor",Eranovum manages the development and construction of renewable energy projects in Spain using new era energy infrastructure.,2019-01-01,year,https://eranovum.energy/en/home/
BB Energy,https://www.crunchbase.com/organization/bb-energy-37b4,Active,For Profit,Private,$1M to $10M,251-500,"London, England, United Kingdom",Debt Financing,500000000,USD,500000000,"BB Energy expertise in trading, operations, chartering, logistics, storage, refining, and financing with energy trading services.","Energy, Finance, Oil and Gas","BB Energy expertise in trading, operations, chartering, logistics, storage, refining, and financing with energy trading services.",1937-01-01,year,https://bbenergy.com
Envio Systems,https://www.crunchbase.com/organization/envio-systems,Active,For Profit,Private,Less than $1M,11-50,"Calgary, Alberta, Canada",Venture - Series Unknown,6216736,USD,6216736,"Envio Systems develops cloud-based building technologies for existing commercial buildings. It offers BASE, a building management software that helps property owners and managers to overcome technical barriers to energy efficiency upgrades; and CUBE, which enables users to find qualified professionals to install and connect digital controls and sensors in buildings.  Matthew Standish, Reza Alaghehband, and Rodolfo del Valle founded Envio Systems on November 15, 2013. It has its headquarters in Calgary in Canada.","Cloud Management, Energy, Energy Efficiency, Energy Management, Information Technology, Predictive Analytics, Real Estate, SaaS, Smart Building, Software",Envio Systems develops cloud-based building technologies for existing commercial buildings.,2013-11-15,day,https://www.enviosystems.com/
ANGARA GLOBAL,https://www.crunchbase.com/organization/angara-service,Active,For Profit,Private,,11-50,"Amsterdam, Noord-Holland, The Netherlands",Series C,10560000,USD,10560000,"ANGARA DeCarbonX is a NL-based technology scale-up with quickly growing sales.    In sum, our AI-driven solution unlocks a new market of >$50 billion / year through     digital transformation of an old b2b services segment. • We are rolling out globally — a very PRAGMATIC & HIGH IMPACT decarbonization technology that pays for itself.    It is profitable for our customers. For a customer, the 1st sizable results are achieved within 12 months.    Globally, the CO2 impact abatement potential exceeds 1Gt CO2 / year at scale. • The PROBLEM we solved:    High emission industries run zillions of HEX.    They run dirty WITH fouling, and hence — inefficiently. • The SOLUTION:    Our fully digital AI-driven patented technology enables HEX to run cleanly AND efficiently all the time. • We raise $30M to     (a) scale up with already engaged customers,        (b) expand international presence: the US and SE Asia/Singapore,     (c) enter new verticals like biofuels and geothermal. ANGARA works with clients in the US, Europe, and South-East Asia.","Artificial Intelligence, Clean Energy, Information Technology, Machine Learning, Software",AI-powered decarbonization technology enabling creation of a $50B mkt category thru new way to transfer heat in high-emission industries,2015-06-29,day,http://angaraglobal.com
Laredo Energy,https://www.crunchbase.com/organization/laredo-energy,Active,For Profit,Private,$10M to $50M,11-50,"Houston, Texas, United States",Private Equity,130000000,USD,130000000,"Laredo Energy is a privately held company engaged in the acquisition and development of natural gas and oil reserves in South Texas and East Central Texas. The company has drilled more than 200 operated wells in Webb and Zapata counties and acquired interests in several hundred more. Laredo Energy continues to drill 20 to 30 operated wells per year. Laredo is supported by equity capital from Avista Capital Partners and Liberty Energy Holdings, which is managed by Old Ironsides Energy.","Energy, Natural Resources, Oil and Gas",Laredo Energy is a privately held company.,2001-01-01,year,http://laredoenergy.com
haus.me,https://www.crunchbase.com/organization/haus-me,Active,For Profit,Private,$1M to $10M,11-50,"Seattle, Washington, United States",Angel,2355000,USD,2355000,"Haus.me offers autonomous intelligent manufactured houses, delivered ready-to-go.  Core tech: polymer GFRP composites, 3D printing, energy efficiency, self-sustainability, zero carbon emissions housing, distributed power management software, cloud engineering management. Haus.me homes - the only fully self-sustainable housing product for all climates in the world at the moment.","3D Printing, CleanTech, Construction, Energy Efficiency, Green Building, Internet of Things, Residential, Smart Building, Smart Home, Sustainability",Haus.me - Autonomous Self-Sustainable Homes,2019-03-21,day,https://microhaus.me/
NEoT,https://www.crunchbase.com/organization/neot,Active,For Profit,Private,,11-50,"Paris, Ile-de-France, France",Venture - Series Unknown,80000000,EUR,92432120,,"Energy, Finance, Renewable Energy",NEoT offers financing solutions in the fields of zero-emission mobility and clean and off-grid energy.,2016-01-01,year,https://www.neotcapital.com/en/
Enexor BioEnergy,https://www.crunchbase.com/organization/enexor-bioenergy,Active,For Profit,Private,$1M to $10M,11-50,"Franklin, Tennessee, United States",Series A,15000000,USD,15000000,"Enexor BioEnergy is an energy company that specializes in providing bioenergy, renewable energy, and distributed energy. It provides on-site, renewable energy solutions to help solve the world's organic and plastic waste problem. The company was founded in 2015 and headquartered in Franklin, Tennessee.","Energy, Environmental Engineering, Renewable Energy","Enexor BioEnergy is an energy company that specializes in providing bioenergy, renewable energy, and distributed energy.",2015-01-01,year,https://www.enexor.com/
HyperStrong,https://www.crunchbase.com/organization/hyperstrong,Active,For Profit,Private,,11-50,"Beijing, Beijing, China",Series B,88842682,USD,88842682,"HyperStrong is an integrated solution provider for battery management and energy storage system. It is mainly engaged in the new energy industry electric vehicle battery management system, smart grid energy storage system research and development, engineering design, and system integration.","Battery, Energy, Hardware, Renewable Energy",HyperStrong is an integrated solution provider for battery management and energy storage system in China.,2011-11-04,day,http://www.hyperstrong.com.cn/
